group	need	cache_path	asset_path	url	fallback_url	sha1_b32	bytes	licence	note
krueger	required	tools/cache/midi/krueger/beethoven_opus10_1.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus10_1.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus10_1.mid	https://web.archive.org/web/20130508074432id_/http://piano-midi.de/midis/beethoven/beethoven_opus10_1.mid	7LEVCB3IYJSCGQG7DDJJZ2S6Z2N4BLOQ	35KB	CC-BY-SA-3.0-DE	site duration 6:31
krueger	required	tools/cache/midi/krueger/beethoven_opus10_2.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus10_2.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus10_2.mid	https://web.archive.org/web/20130508065628id_/http://piano-midi.de/midis/beethoven/beethoven_opus10_2.mid	R6QCZAICW7LN4STESHUUYO7FYBIIB4Y5	17KB	CC-BY-SA-3.0-DE	site duration 6:32
krueger	required	tools/cache/midi/krueger/beethoven_opus10_3.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus10_3.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus10_3.mid	https://web.archive.org/web/20130508043202id_/http://piano-midi.de/midis/beethoven/beethoven_opus10_3.mid	B72WJX6SUYKEYB456Y3RGFNNSXE5IJZS	28KB	CC-BY-SA-3.0-DE	site duration 3:37
krueger	required	tools/cache/midi/krueger/pathetique_1.mid	app/src/main/assets/midi/krueger/beethoven/pathetique_1.mid	http://www.piano-midi.de/midis/beethoven/pathetique_1.mid	https://web.archive.org/web/20130508073649id_/http://piano-midi.de/midis/beethoven/pathetique_1.mid	WZC4E4PKNNKDCRRX2X3DYE7A4DJLXX6Y	53KB	CC-BY-SA-3.0-DE	site duration 9:22
krueger	required	tools/cache/midi/krueger/pathetique_2.mid	app/src/main/assets/midi/krueger/beethoven/pathetique_2.mid	http://www.piano-midi.de/midis/beethoven/pathetique_2.mid	https://web.archive.org/web/20130508071854id_/http://piano-midi.de/midis/beethoven/pathetique_2.mid	MDLMZFGNP3ALDCC4ZPPIUKPG3FDCUZAD	16KB	CC-BY-SA-3.0-DE	site duration 5:12
krueger	required	tools/cache/midi/krueger/pathetique_3.mid	app/src/main/assets/midi/krueger/beethoven/pathetique_3.mid	http://www.piano-midi.de/midis/beethoven/pathetique_3.mid	https://web.archive.org/web/20130508044358id_/http://piano-midi.de/midis/beethoven/pathetique_3.mid	X2RFPSNNA5XST6URUOYKL4XCQRMUTHZV	28KB	CC-BY-SA-3.0-DE	site duration 4:19
krueger	required	tools/cache/midi/krueger/beethoven_opus22_1.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus22_1.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus22_1.mid	https://web.archive.org/web/20130508105431id_/http://piano-midi.de/midis/beethoven/beethoven_opus22_1.mid	ZXRV3PZOHKSAPTCXMUBHGGNN3EBV3KWD	51KB	CC-BY-SA-3.0-DE	site duration 6:39
krueger	required	tools/cache/midi/krueger/beethoven_opus22_2.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus22_2.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus22_2.mid	https://web.archive.org/web/20130508030027id_/http://piano-midi.de/midis/beethoven/beethoven_opus22_2.mid	4LSGLBNO3N572Q5VMY7R6443ZY2GZJYZ	21KB	CC-BY-SA-3.0-DE	site duration 5:21
krueger	required	tools/cache/midi/krueger/beethoven_opus22_3.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus22_3.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus22_3.mid	https://web.archive.org/web/20130508053758id_/http://piano-midi.de/midis/beethoven/beethoven_opus22_3.mid	2Y6JTWNL7HF4XJFK3O3VUD76RMYJRDPR	19KB	CC-BY-SA-3.0-DE	site duration 3:03
krueger	required	tools/cache/midi/krueger/beethoven_opus22_4.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus22_4.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus22_4.mid	https://web.archive.org/web/20130508052831id_/http://piano-midi.de/midis/beethoven/beethoven_opus22_4.mid	ESY3QSLXATRCJ6KJ6DKTFKOASGWECTJP	30KB	CC-BY-SA-3.0-DE	site duration 4:42
krueger	required	tools/cache/midi/krueger/mond_1.mid	app/src/main/assets/midi/krueger/beethoven/mond_1.mid	http://www.piano-midi.de/midis/beethoven/mond_1.mid	https://web.archive.org/web/20130508075435id_/http://piano-midi.de/midis/beethoven/mond_1.mid	Y25RL32DWPPMF4GQMCP7DNZNZVSLQ3GT	16KB	CC-BY-SA-3.0-DE	site duration 6:02
krueger	required	tools/cache/midi/krueger/mond_2.mid	app/src/main/assets/midi/krueger/beethoven/mond_2.mid	http://www.piano-midi.de/midis/beethoven/mond_2.mid	https://web.archive.org/web/20130508070725id_/http://piano-midi.de/midis/beethoven/mond_2.mid	N5Z7FM4DP3ORT4UXOGQQMOPLIKK47YRE	10KB	CC-BY-SA-3.0-DE	site duration 2:04
krueger	required	tools/cache/midi/krueger/mond_3.mid	app/src/main/assets/midi/krueger/beethoven/mond_3.mid	http://www.piano-midi.de/midis/beethoven/mond_3.mid	https://web.archive.org/web/20130508031644id_/http://piano-midi.de/midis/beethoven/mond_3.mid	DMXTWZCB5E3HEOQBAOHUCA2GHFMUTWVK	52KB	CC-BY-SA-3.0-DE	site duration 6:50
krueger	required	tools/cache/midi/krueger/waldstein_1.mid	app/src/main/assets/midi/krueger/beethoven/waldstein_1.mid	http://www.piano-midi.de/midis/beethoven/waldstein_1.mid	https://web.archive.org/web/20130508110718id_/http://piano-midi.de/midis/beethoven/waldstein_1.mid	ATSPCVPY7O6IBFA52CKLZVSZOE4CQ7TB	80KB	CC-BY-SA-3.0-DE	site duration 10:21
krueger	required	tools/cache/midi/krueger/waldstein_2.mid	app/src/main/assets/midi/krueger/beethoven/waldstein_2.mid	http://www.piano-midi.de/midis/beethoven/waldstein_2.mid	https://web.archive.org/web/20130508022353id_/http://piano-midi.de/midis/beethoven/waldstein_2.mid	V6NIPHYOZVZF7GP366KCFUGPBDUDP57U	6KB	CC-BY-SA-3.0-DE	site duration 4:09
krueger	required	tools/cache/midi/krueger/waldstein_3.mid	app/src/main/assets/midi/krueger/beethoven/waldstein_3.mid	http://www.piano-midi.de/midis/beethoven/waldstein_3.mid	https://web.archive.org/web/20130508052551id_/http://piano-midi.de/midis/beethoven/waldstein_3.mid	EVLQLKB3YJRBMYE63ZBB73VGDRVMEGJG	75KB	CC-BY-SA-3.0-DE	site duration 9:42
krueger	required	tools/cache/midi/krueger/appass_1.mid	app/src/main/assets/midi/krueger/beethoven/appass_1.mid	http://www.piano-midi.de/midis/beethoven/appass_1.mid	https://web.archive.org/web/20130508061514id_/http://piano-midi.de/midis/beethoven/appass_1.mid	3AM2U2MTQVDT6XU4VGB6TIVA5JPJ3QIJ	72KB	CC-BY-SA-3.0-DE	site duration 9:22
krueger	required	tools/cache/midi/krueger/appass_2.mid	app/src/main/assets/midi/krueger/beethoven/appass_2.mid	http://www.piano-midi.de/midis/beethoven/appass_2.mid	https://web.archive.org/web/20130508083008id_/http://piano-midi.de/midis/beethoven/appass_2.mid	5CDCRDGTTM6HEMQIEGI7SCGP6ALBFENT	21KB	CC-BY-SA-3.0-DE	site duration 6:13
krueger	required	tools/cache/midi/krueger/appass_3.mid	app/src/main/assets/midi/krueger/beethoven/appass_3.mid	http://www.piano-midi.de/midis/beethoven/appass_3.mid	https://web.archive.org/web/20130508111722id_/http://piano-midi.de/midis/beethoven/appass_3.mid	7ZN4JRHORRC4GABNKXBIH6JF4BTVBLFV	67KB	CC-BY-SA-3.0-DE	site duration 7:48
krueger	required	tools/cache/midi/krueger/beethoven_les_adieux_1.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_les_adieux_1.mid	http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_1.mid	https://web.archive.org/web/20130508032400id_/http://piano-midi.de/midis/beethoven/beethoven_les_adieux_1.mid	GZF66UOA6YVUHNROBLTPU4BHLPEKAES3	33KB	CC-BY-SA-3.0-DE	site duration 5:42
krueger	required	tools/cache/midi/krueger/beethoven_les_adieux_2.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_les_adieux_2.mid	http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_2.mid	https://web.archive.org/web/20130508102458id_/http://piano-midi.de/midis/beethoven/beethoven_les_adieux_2.mid	YE2OGBD7XYZTP776DL5EGHT6GDMDI5T2	10KB	CC-BY-SA-3.0-DE	site duration 2:54
krueger	required	tools/cache/midi/krueger/beethoven_les_adieux_3.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_les_adieux_3.mid	http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_3.mid	https://web.archive.org/web/20130508075019id_/http://piano-midi.de/midis/beethoven/beethoven_les_adieux_3.mid	V6MTLJEAVZUEV2MVCVQA6QJXFRD5TS4V	45KB	CC-BY-SA-3.0-DE	site duration 5:00
krueger	required	tools/cache/midi/krueger/elise.mid	app/src/main/assets/midi/krueger/beethoven/elise.mid	http://www.piano-midi.de/midis/beethoven/elise.mid	https://web.archive.org/web/20130508080625id_/http://piano-midi.de/midis/beethoven/elise.mid	ZNLHPDGBI4CWLSLRDXR4CQ2BOYOXK4H7	14KB	CC-BY-SA-3.0-DE	site duration 3:48
krueger	required	tools/cache/midi/krueger/beethoven_opus90_1.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus90_1.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus90_1.mid	https://web.archive.org/web/20150905201019id_/http://piano-midi.de/midis/beethoven/beethoven_opus90_1.mid	YYACJ6XP7TJJRMMZ2MPXAUJQ544V2M5N	24KB	CC-BY-SA-3.0-DE	site duration 4:53
krueger	required	tools/cache/midi/krueger/beethoven_opus90_2.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_opus90_2.mid	http://www.piano-midi.de/midis/beethoven/beethoven_opus90_2.mid	https://web.archive.org/web/20160207035109id_/http://piano-midi.de/midis/beethoven/beethoven_opus90_2.mid	W4UQIASGTMHZPD34Y2AVZJYRACOFZFJI	24KB	CC-BY-SA-3.0-DE	site duration 8:14
krueger	required	tools/cache/midi/krueger/beethoven_hammerklavier_1.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_hammerklavier_1.mid	http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_1.mid	https://web.archive.org/web/20130508100249id_/http://piano-midi.de/midis/beethoven/beethoven_hammerklavier_1.mid	QK4QBBMFW4SWQETC4NJ5SG2ZBTZPBFXK	73KB	CC-BY-SA-3.0-DE	site duration 9:53
krueger	required	tools/cache/midi/krueger/beethoven_hammerklavier_2.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_hammerklavier_2.mid	http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_2.mid	https://web.archive.org/web/20130508051020id_/http://piano-midi.de/midis/beethoven/beethoven_hammerklavier_2.mid	BH2NGHY4MC7A4QSPM3GK4P5RYYZKJOSH	19KB	CC-BY-SA-3.0-DE	site duration 2:15
krueger	required	tools/cache/midi/krueger/beethoven_hammerklavier_3.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_hammerklavier_3.mid	http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_3.mid	https://web.archive.org/web/20130508062502id_/http://piano-midi.de/midis/beethoven/beethoven_hammerklavier_3.mid	T37V3HPQTHPUMEB6WX4TND2EY6GLDFPP	45KB	CC-BY-SA-3.0-DE	site duration 12:44
krueger	required	tools/cache/midi/krueger/beethoven_hammerklavier_4.mid	app/src/main/assets/midi/krueger/beethoven/beethoven_hammerklavier_4.mid	http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_4.mid	https://web.archive.org/web/20130508064355id_/http://piano-midi.de/midis/beethoven/beethoven_hammerklavier_4.mid	V56TACQCV443NPQFEZHFO6ML7MRVN7NT	80KB	CC-BY-SA-3.0-DE	site duration 10:43
krueger	required	tools/cache/midi/krueger/mz_311_1.mid	app/src/main/assets/midi/krueger/mozart/mz_311_1.mid	http://www.piano-midi.de/midis/mozart/mz_311_1.mid	https://web.archive.org/web/20140518095320id_/http://www.piano-midi.de/midis/mozart/mz_311_1.mid	F54K3B4ABUZY6KFAIYNLRF6GEPY6LCRM	29KB	CC-BY-SA-3.0-DE	site duration 4:19
krueger	required	tools/cache/midi/krueger/mz_311_2.mid	app/src/main/assets/midi/krueger/mozart/mz_311_2.mid	http://www.piano-midi.de/midis/mozart/mz_311_2.mid	https://web.archive.org/web/20140630135947id_/http://piano-midi.de/midis/mozart/mz_311_2.mid	YR3T3SNEKHOVDI456WVEZNKQ4FRQNORH	16KB	CC-BY-SA-3.0-DE	site duration 4:39
krueger	required	tools/cache/midi/krueger/mz_311_3.mid	app/src/main/assets/midi/krueger/mozart/mz_311_3.mid	http://www.piano-midi.de/midis/mozart/mz_311_3.mid	https://web.archive.org/web/20140630084141id_/http://piano-midi.de/midis/mozart/mz_311_3.mid	ALMKLHZQSSOGJVPTV5MHXHIAYA3DIGKZ	35KB	CC-BY-SA-3.0-DE	site duration 6:05
krueger	required	tools/cache/midi/krueger/mz_330_1.mid	app/src/main/assets/midi/krueger/mozart/mz_330_1.mid	http://www.piano-midi.de/midis/mozart/mz_330_1.mid	https://web.archive.org/web/20140630150708id_/http://piano-midi.de/midis/mozart/mz_330_1.mid	QWKAEVNI6P2QQI6GZOSYHISX4GXFIAZM	41KB	CC-BY-SA-3.0-DE	site duration 8:58
krueger	required	tools/cache/midi/krueger/mz_330_2.mid	app/src/main/assets/midi/krueger/mozart/mz_330_2.mid	http://www.piano-midi.de/midis/mozart/mz_330_2.mid	https://web.archive.org/web/20140630182055id_/http://piano-midi.de/midis/mozart/mz_330_2.mid	X723G2MDUT6655QIBRODQUFIJQKZNTVL	18KB	CC-BY-SA-3.0-DE	site duration 6:36
krueger	required	tools/cache/midi/krueger/mz_330_3.mid	app/src/main/assets/midi/krueger/mozart/mz_330_3.mid	http://www.piano-midi.de/midis/mozart/mz_330_3.mid	https://web.archive.org/web/20140630213903id_/http://piano-midi.de/midis/mozart/mz_330_3.mid	35VS3S3SD2D55W7KULKK6VFQSCMPRTM6	39KB	CC-BY-SA-3.0-DE	site duration 8:03
krueger	required	tools/cache/midi/krueger/mz_331_1.mid	app/src/main/assets/midi/krueger/mozart/mz_331_1.mid	http://www.piano-midi.de/midis/mozart/mz_331_1.mid	https://web.archive.org/web/20140630180722id_/http://piano-midi.de/midis/mozart/mz_331_1.mid	AVF25FF6V7KZX3KOS6LWUIK76OUNGPDR	60KB	CC-BY-SA-3.0-DE	site duration 13:52
krueger	required	tools/cache/midi/krueger/mz_331_2.mid	app/src/main/assets/midi/krueger/mozart/mz_331_2.mid	http://www.piano-midi.de/midis/mozart/mz_331_2.mid	https://web.archive.org/web/20140630151555id_/http://piano-midi.de/midis/mozart/mz_331_2.mid	RIKXDQDW3U4ZIBNNYROP5B2RSQFHAAO3	31KB	CC-BY-SA-3.0-DE	site duration 6:05
krueger	required	tools/cache/midi/krueger/mz_331_3.mid	app/src/main/assets/midi/krueger/mozart/mz_331_3.mid	http://www.piano-midi.de/midis/mozart/mz_331_3.mid	https://web.archive.org/web/20130802001702id_/http://www.piano-midi.de/midis/mozart/mz_331_3.mid	FYBRQFUZ5Q6JEHUUZN3CZZA73DTTBV4W	26KB	CC-BY-SA-3.0-DE	site duration 3:10
krueger	required	tools/cache/midi/krueger/mz_332_1.mid	app/src/main/assets/midi/krueger/mozart/mz_332_1.mid	http://www.piano-midi.de/midis/mozart/mz_332_1.mid	https://web.archive.org/web/20140630061445id_/http://piano-midi.de/midis/mozart/mz_332_1.mid	XUU7GCQGO3IVGNKNRBYCUPHR5RYYJH6R	51KB	CC-BY-SA-3.0-DE	site duration 9:31
krueger	required	tools/cache/midi/krueger/mz_332_2.mid	app/src/main/assets/midi/krueger/mozart/mz_332_2.mid	http://www.piano-midi.de/midis/mozart/mz_332_2.mid	https://web.archive.org/web/20140630235839id_/http://piano-midi.de/midis/mozart/mz_332_2.mid	V2UYWL3CIAUJPTQHR3L4LLPPEIPLHT47	15KB	CC-BY-SA-3.0-DE	site duration 4:24
krueger	required	tools/cache/midi/krueger/mz_332_3.mid	app/src/main/assets/midi/krueger/mozart/mz_332_3.mid	http://www.piano-midi.de/midis/mozart/mz_332_3.mid	https://web.archive.org/web/20140630195508id_/http://piano-midi.de/midis/mozart/mz_332_3.mid	XRJZZ5NRLNTVFCWLDNIIU7BIFVNPXNGV	57KB	CC-BY-SA-3.0-DE	site duration 9:50
krueger	required	tools/cache/midi/krueger/mz_333_1.mid	app/src/main/assets/midi/krueger/mozart/mz_333_1.mid	http://www.piano-midi.de/midis/mozart/mz_333_1.mid	https://web.archive.org/web/20140701000254id_/http://piano-midi.de/midis/mozart/mz_333_1.mid	KPMUXOUS6N6IQCDEJMC5NI44ACMMS7ZI	51KB	CC-BY-SA-3.0-DE	site duration 10:30
krueger	required	tools/cache/midi/krueger/mz_333_2.mid	app/src/main/assets/midi/krueger/mozart/mz_333_2.mid	http://www.piano-midi.de/midis/mozart/mz_333_2.mid	https://web.archive.org/web/20140630060056id_/http://piano-midi.de/midis/mozart/mz_333_2.mid	FLK4LGLJR5EFR2TUXHZ4IQSETFDDWDN2	27KB	CC-BY-SA-3.0-DE	site duration 8:43
krueger	required	tools/cache/midi/krueger/mz_333_3.mid	app/src/main/assets/midi/krueger/mozart/mz_333_3.mid	http://www.piano-midi.de/midis/mozart/mz_333_3.mid	https://web.archive.org/web/20140630105727id_/http://piano-midi.de/midis/mozart/mz_333_3.mid	DU35CL5STND3MKNJZH6OAK2SVXZG2YSS	34KB	CC-BY-SA-3.0-DE	site duration 5:48
krueger	required	tools/cache/midi/krueger/mz_545_1.mid	app/src/main/assets/midi/krueger/mozart/mz_545_1.mid	http://www.piano-midi.de/midis/mozart/mz_545_1.mid	https://web.archive.org/web/20131231042921id_/http://www.piano-midi.de/midis/mozart/mz_545_1.mid	SFY2YZU5GGWE4SI5ZK5MFEHUJGKEHFOQ	31KB	CC-BY-SA-3.0-DE	site duration 4:21
